word,freq_zipf,language,source,n_density,old20,gender
cristina,4.47,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.5,feminine
cristo,4.61,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.0,masculine
criterio,4.34,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.9,masculine
critica,4.24,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.9,feminine
criticaba,3.2,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.9,feminine
criticada,3.31,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.55,feminine
criticado,3.79,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.45,masculine
critico,3.39,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,2.2,masculine
croacia,3.94,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.85,feminine
croata,3.6,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,1.95,feminine
cromo,3.19,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.85,masculine
cronista,3.57,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.7,feminine
cronograma,3.32,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,4.4,feminine
cronología,3.71,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.9,feminine
cronológico,3.18,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,4.35,masculine
crucero,3.9,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.55,masculine
crucificado,3.36,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.65,masculine
crucifijo,3.13,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,4.35,masculine
cruda,3.76,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.85,feminine
crudo,4.0,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.75,masculine
cruza,3.94,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.65,feminine
cruzaba,3.18,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.45,feminine
cruzada,3.84,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.1,feminine
cruzado,3.9,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.85,masculine
cruzo,3.25,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.8,masculine
cráneo,3.86,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.7,masculine
crédito,4.72,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.65,masculine
cría,3.85,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",4,1.6,feminine
crítica,4.79,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.0,feminine
crítico,4.47,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.15,masculine
crónica,4.29,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.05,feminine
crónico,3.33,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.25,masculine
cta,3.16,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",11,1.1,feminine
cuaderno,3.82,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.8,masculine
cuadra,3.99,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.95,feminine
cuadrada,3.52,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.6,feminine
cuadrado,4.0,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.5,masculine
cuadrilla,3.35,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.2,feminine
cuadro,4.52,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.85,masculine
cualesquiera,3.43,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,5.4,feminine
cualquiera,5.04,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.8,feminine
cuanta,3.99,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",4,1.65,feminine
cuanto,5.31,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",5,1.65,masculine
cuantía,3.48,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.55,feminine
cuarenta,4.24,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.6,feminine
cuarentena,3.64,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.75,feminine
cuaresma,3.44,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.35,feminine
cuarta,4.43,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.8,feminine
cuarteto,3.57,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.85,masculine
cuarto,4.93,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.8,masculine
cuarzo,3.38,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.95,masculine
cuatro,5.4,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.95,masculine
cuba,4.92,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",7,1.45,feminine
cubana,4.18,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.9,feminine
cubano,4.24,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.9,masculine
cubierta,4.37,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.55,feminine
cubierto,4.24,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.6,masculine
cubo,3.77,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",10,1.45,masculine
cubra,3.42,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.65,feminine
cubría,3.58,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.85,feminine
cucaracha,3.37,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.75,feminine
cuchara,3.67,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.8,feminine
cucharada,3.28,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.45,feminine
cuchilla,3.38,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,3.15,feminine
cuchillo,4.1,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,3.35,masculine
cuco,3.2,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",5,1.65,masculine
cuela,3.34,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",5,1.65,feminine
cuelga,3.63,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.85,feminine
cuello,4.62,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,1.95,masculine
cuenca,4.27,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.85,feminine
cuenco,3.11,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.9,masculine
cuenta,5.78,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",6,1.6,feminine
cuento,4.67,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",6,1.65,masculine
cuerda,4.17,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.8,feminine
cuerdo,3.22,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",4,1.65,masculine
cuernavaca,3.39,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,4.85,feminine
cuerno,3.66,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.75,masculine
cuero,4.14,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",6,1.4,masculine
cuerpo,5.35,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.75,masculine
cuervo,3.72,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",4,1.7,masculine
cuesta,4.72,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",4,1.6,feminine
cuestiona,3.6,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.35,feminine
cuestionada,3.22,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,3.1,feminine
cuestionado,3.44,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.85,masculine
cuestionario,3.59,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.65,masculine
cueva,4.15,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",5,1.7,feminine
cuida,4.06,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",4,1.6,feminine
cuidaba,3.22,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.35,feminine
cuidada,3.11,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.9,feminine
cuidado,4.91,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.75,masculine
cuidadosa,3.37,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.55,feminine
cuidadoso,3.49,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.6,masculine
cuidarla,3.11,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.65,feminine
cuidarlo,3.13,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.6,masculine
cuido,3.37,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",7,1.6,masculine
culata,3.37,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,1.95,feminine
culebra,3.25,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.35,feminine
culero,3.3,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,1.9,masculine
culinaria,3.16,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.5,feminine
culito,3.2,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,1.95,masculine
culmina,3.39,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.6,feminine
culo,4.77,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",7,1.45,masculine
culpa,5.02,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.7,feminine
culpo,3.43,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.75,masculine
culta,3.3,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",5,1.65,feminine
cultiva,3.44,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.3,feminine
cultivada,3.25,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,3.0,feminine
cultivado,3.22,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.95,masculine
cultivo,4.32,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.45,masculine
culto,4.33,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.65,masculine
cultura,5.24,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.1,feminine
cumbia,3.69,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.0,feminine
cumpla,4.07,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.75,feminine
cumplida,3.45,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.5,feminine
cumplido,4.21,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.45,masculine
cumpliera,3.11,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.8,feminine
cumplimiento,4.41,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.95,masculine
cumplo,3.41,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.85,masculine
cumplía,3.53,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.25,feminine
cuna,3.96,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",7,1.6,feminine
cundinamarca,3.37,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,5.55,feminine
cuota,4.23,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.8,feminine
cupido,3.18,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,1.95,masculine
cupo,3.81,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",6,1.5,masculine
cura,4.46,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",12,1.05,feminine
curado,3.49,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.8,masculine
curia,3.11,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",4,1.75,feminine
curiosa,3.77,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.4,feminine
curioso,4.36,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.35,masculine
curro,3.48,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",7,1.65,masculine
currículo,3.32,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.65,masculine
cursa,3.13,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",5,1.65,feminine
curso,4.93,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",5,1.7,masculine
curva,4.05,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.75,feminine
cusco,3.63,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",4,1.75,masculine
custodia,4.12,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,3.45,feminine
custodio,3.14,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,3.45,masculine
cuya,4.77,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",7,1.6,feminine
cuyo,4.85,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",8,1.55,masculine
cuzco,3.43,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.9,masculine
cuándo,4.73,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.1,masculine
cuánta,3.9,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.8,feminine
cuántica,3.44,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.95,feminine
cuánto,4.74,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",4,1.75,masculine
cuña,3.26,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",6,1.6,feminine
cuñada,3.55,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.9,feminine
cuñado,3.83,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.85,masculine
cynthia,3.35,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.0,feminine
cálculo,4.17,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.6,masculine
cálida,3.6,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.8,feminine
cálido,3.82,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.8,masculine
cámara,5.02,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.15,feminine
cápita,3.62,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.2,feminine
cápsula,3.59,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.8,feminine
cáscara,3.43,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.65,feminine
cátedra,3.97,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.85,feminine
cáucaso,3.39,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.0,masculine
cáñamo,3.17,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.8,masculine
cédula,3.83,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.6,feminine
célula,3.78,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.45,feminine
céntrica,3.15,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.95,feminine
cía,3.33,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",10,1.35,feminine
cínica,3.15,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.85,feminine
cínico,3.5,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.8,masculine
círculo,4.48,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.6,masculine
cívica,3.88,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.3,feminine
cívico,3.8,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.2,masculine
código,4.97,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.55,masculine
cólera,3.8,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.15,feminine
cómica,3.46,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.8,feminine
cómico,3.79,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.75,masculine
cómo,5.79,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.95,masculine
cómoda,3.97,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.35,feminine
cómodo,4.22,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.3,masculine
cómputo,3.44,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.95,masculine
córdoba,4.6,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.75,feminine
córdova,3.4,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.9,feminine
cósmica,3.26,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.6,feminine
cósmico,3.29,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.6,masculine
cúcuta,3.42,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.85,feminine
cúmulo,3.32,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.7,masculine
cúpula,3.95,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.65,feminine
daba,4.61,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",10,1.4,feminine
dada,4.41,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",13,1.2,feminine
dado,5.23,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",7,1.4,masculine
daga,3.22,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",16,1.2,feminine
dakota,3.25,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.75,feminine
dama,4.36,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",15,1.1,feminine
damasco,3.57,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.9,masculine
dana,3.58,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",20,1.0,feminine
danesa,3.25,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.0,feminine
daniela,3.62,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.3,feminine
danilo,3.45,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.0,masculine
danubio,3.22,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.2,masculine
danza,4.22,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.8,feminine
dara,3.28,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",26,1.0,feminine
dardo,3.16,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",7,1.55,masculine
daria,3.59,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",7,1.5,feminine
dario,3.21,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",6,1.65,masculine
darla,3.24,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",6,1.65,feminine
darlo,3.46,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",6,1.7,masculine
daría,4.34,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",7,1.5,feminine
darío,3.78,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",4,1.8,masculine
data,4.34,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",19,1.0,feminine
dato,4.33,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",11,1.4,masculine
daña,3.49,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",13,1.25,feminine
dañada,3.44,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.85,feminine
dañado,3.69,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.75,masculine
dañina,3.12,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.95,feminine
dañino,3.29,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.1,masculine
daño,4.88,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",7,1.55,masculine
dea,3.53,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",25,1.0,feminine
deba,4.1,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",7,1.4,feminine
debajo,4.78,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.2,masculine
debatido,3.2,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.7,masculine
deberia,3.94,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.05,feminine
debería,5.26,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.0,feminine
debia,3.28,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",4,1.65,feminine
debida,3.73,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.75,feminine
debido,5.24,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.8,masculine
debiera,3.86,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.35,feminine
debilita,3.28,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.75,feminine
debilitado,3.33,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.25,masculine
debo,4.67,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",8,1.6,masculine
debuta,3.19,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.15,feminine
debía,4.64,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.75,feminine
decadencia,3.83,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.3,feminine
decano,3.78,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.0,masculine
decena,3.22,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.9,feminine
decencia,3.61,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.3,feminine
decepciona,3.15,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,3.15,feminine
decepcionada,3.32,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,3.8,feminine
decepcionado,3.82,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,3.7,masculine
deceso,3.21,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.95,masculine
decia,3.98,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",5,1.65,feminine
decida,3.85,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",4,1.65,feminine
decidida,3.61,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.35,feminine
decidido,4.55,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.3,masculine
decidiera,3.36,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.75,feminine
decido,3.63,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",4,1.8,masculine
decirlo,4.43,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.25,masculine
decisiva,3.67,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.7,feminine
decisivo,3.82,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.65,masculine
declara,4.24,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,2.1,feminine
declaraba,3.4,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.75,feminine
declarada,3.85,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.35,feminine
declarado,4.35,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.15,masculine
